,pros,contras,rates,contras_en,pros_en
125,"Boa remuneração comparada ao mercado, excelentes benefícios e muito respeito ao funcionário.","O contra é referente a situação do trabalho como um todo, com cargas horárias altas, muita pressão e difícil dissociação do trabalho nos momentos de lazer. A receita do burnout, porém não é culpa da empresa individualmente.","5,0","The cons are related to the work situation as a whole, with high workloads, a lot of pressure and difficult dissociation from work in leisure time. The burnout recipe, however, is not the fault of the individual company.","Good remuneration compared to the market, excellent benefits and a lot of respect for the employee."
126,"Empresa maravilhosa, ótimos benefícios, plano de carreira",Cobrança em excesso e vários indicadores,"5,0",Overcharging and various indicators,"Wonderful company, great benefits, career path"
127,"Salário e benefícios acima do mercado, a empresa tem muito foco em pessoas, tanto no desenvolvimento profissional, quanto no equilíbrio entre trabalho e vida pessoal, alta flexibilidade na carga de trabalho e um ambiente muito colaborativo e leve.","A empresa está passando pelo um processo de reorganização e isso gera mudanças repentinas, convivência com 2 sistemas (anterior e o Novo) para muitas atividades, mas é um processo temporário.","5,0","The company is going through a reorganization process and this generates sudden changes, coexistence with 2 systems (previous and New) for many activities, but it is a temporary process.","Salary and benefits above the market, the company is very focused on people, both in professional development and in the balance between work and personal life, high flexibility in the workload and a very collaborative and light environment."
128,Excelente empresa com ótimo pacote de benefícios e salários dentro do esperado com um ótimo ambiente no geral.,A empresa está passando por algumas transformações em que parte de su gestão não age de acordo com a cultura da empresa.,"5,0",The company is going through some transformations in which part of its management does not act according to the company's culture.,Excellent company with great benefits package and salaries within the expected with a great environment in general.
129,"Benefícios
Home Office
Dinamismo 
Autonomia e senso de dono",Movimento acelerado da nova forma de trabalho acaba sobrecarregando o dia a dia e gerando cargas de trabalho além do esperado.,"4,0",Accelerated movement of the new way of working ends up overloading the day to day and generating workloads beyond expectations.,"Benefits
home office
Dynamism
Autonomy and sense of ownership"
130,Legal de se trabalhar ótimo acolhimento,Salário baixo e muito tempo de trabalho,"5,0",Low salary and long working hours,Nice to work great welcome
131,"Ótima empresa, bons gestores e com oportunidade de crescimento",Nenhum até o momento !,"5,0",None so far!,"Great company, good managers and room for growth"
132,Preocupação com sustentabilidade e recursos humanos,Pode melhorar em questão de treinamento para líderes,"4,0",Can improve in terms of training for leaders,Concern with sustainability and human resources
133,"O grupo boticário é uma empresa que em todos os níveis mostra se preocupar com o colaborador, atualmente se tem um sistema que coleta informações de bem estar semanalmente de todas as pessoas do administrativo. Isso chega em indicadores que toda a gestão é incentivada para agir e isso faz com que toda a máquina se mova para que as melhorias sejam realizadas. Além de todo o aspecto humano, também existem vários benefícios que são disponibilizados para os funcionários, com salários justos, PLR que é atrelado ao desempenho da empresa como um todo e não individual e é uma empresa que está muito na vanguarda quando se fala de licença parental aqui no Brasil.","- Reajuste salarial abaixo da inflação
- Estrutura organizacional grande e complexa","5,0","- Salary adjustment below inflation
- Large and complex organizational structure","Grupo Boticário is a company that at all levels shows that it cares about its employees. Currently, it has a system that collects information on well-being on a weekly basis from all administrative personnel. This leads to indicators that all management is encouraged to act and this causes the whole machine to move so that improvements can be made. In addition to the whole human aspect, there are also several benefits that are available to employees, with fair wages, PLR that is linked to the performance of the company as a whole and not individual and it is a company that is very at the forefront when it comes to leave parental here in Brazil."
134,É uma empresa que realmente parece se importar com quem trabalha nela. Tenta te deixar ao máximo confortável para fazer o trabalho e sugerir mudanças.,"Até o momento não identifiquei nenhum contra trabalhando, tanto os colegas de trabalho quanto os superiores ajudam a atingir os objetivos, não forçando sobre uma meta.","5,0","So far I haven't identified any cons working, both co-workers and superiors help to achieve the goals, not forcing on a goal.",It's a company that really seems to care about who works for it. Try to make yourself as comfortable as possible to do the work and suggest changes.
135,Oportunidade de Crescimento de carreira,Carga horária as vezes muito cansativa,"5,0",Workload sometimes very tiring,Career growth opportunity
136,"Empresa boa, valoriza os profissionais, é totalmente diferente das outras empresas que você irá trabalhar.
Pensamento mais humano, onde pessoas são realmente o bem mais primordial.","Alguns processos ainda estão bastante engessados e arcaicos, mas com o tempo a tendência é melhorar.","5,0","Some processes are still quite rigid and archaic, but over time the tendency is to improve.","Good company, values ​​professionals, is totally different from other companies you will work for.
More human thinking, where people are really the most primordial asset."
137,"Benefícios em geral, como auxílio creche","Home office, a empresa não está preparada para gerir funcionários nesse regime","3,0","Home office, the company is not prepared to manage employees in this regime","Benefits in general, such as day care assistance"
138,"Muito bom a empresa
Ótima
Qualificada
Pagamento ok","Nada 
Salário ruim
Desconto alto
Não investe nos funcionários","5,0","Anything
bad salary
high discount
Does not invest in employees","Very good company
Excellent
Qualified
Payment OK"
139,"Excelente ambiente, empresa diversas e inclusiva.",Benefícios e salários super abaixo do mercado,"4,0",Below market benefits and wages,"Great environment, diverse and inclusive company."
140,"Ambiente de trabalho excelente, colaboradores satisfeitos, horários flexíveis, amplos benefícios e salários compatíveis com o mercado.",Necessário maior transparência no plano de carreira.,"5,0",Greater transparency in the career plan is needed.,"Excellent work environment, satisfied employees, flexible hours, extensive benefits and salaries compatible with the market."
141,"Pessoas incríveis, missão clara, nível executivo excepcional","Cultura piramidal, excesso de coleguismo","4,0","Pyramid culture, excessive collegiality","Amazing people, clear mission, exceptional executive level"
142,"Uma empresa que realmente cuida e se importa com os funcionários. Inúmeros benefícios, eventos e cuidado reais.",Não tenho nada contra para falar da empresa,"5,0",I have nothing against to say about the company.,"A company that really cares and cares about its employees. Countless benefits, events and royal care."
143,"Ótima cultura interna, tecnologias de ponta",Muitos Gestores e Papeis um pouco confusos,"5,0",Lots of Managers and Roles a bit confusing,"Great internal culture, cutting-edge technologies"
144,"Excelente lugar para trabalhar, ótimos benefícios!","Nada a dizer, amei trabalhar lá!","5,0","Nothing to say, loved working there!","Great place to work, great benefits!"
145,Os benefícios são bem competitivos para o mercado.,Poderia ser no modelo de cartão caju ou flash o saldo total,"5,0",It could be in the cashew or flash card model the total balance,The benefits are very competitive for the market.
146,"Empresa sensacional, ótima relação com todos os colaborares, benefícios incríveis e inclusão","Não tenho nada contra, empresa extremamente séria","5,0","I have nothing against it, extremely serious company","Sensational company, great relationship with all employees, incredible benefits and inclusion"
