,pros,contras,rates,contras_en,pros_en
137,"Empresa boa, muito aberta a diversidade, bom ambiente de trabalho.","Pelo menos comigo, a única parte negativa, foi a inflexibilidade, precisei trocar o horário por causa da faculdade, e não tive apoio, mas a empresa em si, muito boa.","4,0","At least with me, the only negative part was the inflexibility, I had to change my hours because of college, and I didn't have support, but the company itself, very good.","Good company, very open to diversity, good work environment."
138,Oportunidade de conhecer outras áreas,Dar mais oportunidades de crescimento,"5,0",Give more opportunities for growth,Opportunity to discover other areas
139,Carro locado pela empresa Salário na média,Atrasos no benefícios dos colaboradores,"2,0",Delays in employee benefits,Car rented by the company Salary on average
140,"Contratam sem experiência, não exigem muito da formação","Horários de trabalho muito instáveis, poucos benefícios e não espere um plano de carreira","2,0","Very unstable work hours, few benefits and don't expect a career plan","They hire without experience, they don't require much training"
141,"Horário flexível, bom para quem quer começar","Paga pouco, muita panelinha, falta de humanização","5,0","Low pay, a lot of clique, lack of humanization","Flexible working hours, good for beginners"
142,"Bom, proativa , oportunidades ,etc","Escala de trabalho, horários, etc","4,0","Work schedule, schedules, etc.","Good, proactive, opportunities, etc."
143,Alguns supervisores humanos e preparados.,gestores despreparados e alta cobrança e metas intangíveis,"1,0",unprepared managers and high demands and intangible goals,Some human and prepared supervisors.
144,"Problemas grandes com gestão, descasos com funcionários, ótima oportunidade para iniciar no mercado de trabalho pois não é solicitado experiência",Alto potencial de desenvolver problemas emocionais.,"1,0",High potential to develop emotional problems.,"Big problems with management, neglect with employees, great opportunity to start in the job market as experience is not required"
145,nao tem. é extremamente ruim trabalhar lá.,todos. apenas todo e mais alguns,"1,0",all. just all and then some,it does not have. it is extremely bad to work there.
146,"A carga horária te proporciona a poder estudar, ou fazer outras coisas, 
 pois tem jornadas de trabalho de 180hs 165hs e 150hs semanais","Infelizmente alguns gestores não conseguem ser imparciais e tomam decisões para com o colaborador levando em consideração relação pessoal. Fazendo com que o plano de carreira que a empresa proporem, não funcione.","3,0","Unfortunately, some managers cannot be impartial and make decisions with the employee taking into account the personal relationship. Making the career plan proposed by the company not work.","The workload allows you to study, or do other things,
 because it has working hours of 180hs, 165hs and 150hs a week"
147,"Boa empresa, flexibilidade de horários",Nada contra para falar dessa empresa,"5,0",Nothing against to say about this company,"Good company, flexible hours"
148,"Organizada, pagamento em dia, gratificação justa. Ambiente de trabalho tranquilo.",A empresa não  abre meios pra crescimento do colaborador ou abre poucas vagas /opção de seleção interna.,"4,0",The company does not open up ways for employee growth or opens up few vacancies / internal selection option.,"Organized, pay on time, fair gratuity. Peaceful work environment."
149,Ter disponibilidade de trabalhar em casa,"Questões salariais, demandas de pressão com metas","3,0","Salary issues, pressure demands with targets",Be available to work from home
150,"Quando eu entrei na empresa foi como objetivo me relacionar melhor com as pessoas além do dinheiro claramente e por ser meio período me daria uma grande oportunidade de fazer outras atividades como a faculdade, então além da carga horária facilitar um pouco aprende a saber lidar com certos tipos de pessoas.",Como todo trabalho a pressão é muito grande,"5,0","As with any job, the pressure is very high.","When I joined the company, the objective was to relate better with people, in addition to the money, clearly, and being part-time would give me a great opportunity to do other activities such as college, so in addition to the workload, it makes it a little easier to learn to deal with certain types of people."
151,"Treinamento de liderança 
Investimento em segurança do trabalho","Infelizmente a empresa fechou em Londrina, poderia ter colocado outros produtos para atender","5,0","Unfortunately the company closed in Londrina, it could have put other products to attend","leadership training
Investment in work safety"
152,"Plano de Saúde, Vale Alimentação, Carga Horária e Bons Produtos.",Salários poderiam se reajustar automaticamente sem necessidade de intervenções Sindicalistas.,"5,0",Salaries could readjust automatically without the need for Unionist interventions.,"Health Plan, Food Voucher, Hours and Good Products."
153,Carga horária: apenas 6h e 20m,"Muito estressante, cansaço mental, como todo trabalho com metas","3,0","Very stressful, mental fatigue, like all work with goals",Workload: only 6h and 20m
154,Gestão e equipe nota 10,Empresa paga com atrasos passagem e salário,"2,0",Company pays with delays ticket and salary,Management and team note 10
155,"Nenhum,ninguém consegue resolver nada
Nem o Rh nem a gestão","Atrasa salário,vr, vt,Não tem benefícios para mães","3,0","Salary delay, vr, vt, There are no benefits for mothers","None, nobody can solve anything
Neither the HR nor the management"
156,Oportunidade para todos os públicos,Empresa está em recuperação judicial,"3,0",Company is in receivership,Opportunity for all audiences
157,Bom lugar pra ganhar experiência em ambiente de trabalho,"Muito estresse, pouco tempo para se alimentar.","4,0","Too much stress, too little time to eat.",Good place to gain work experience
158,"boa empresa, ótima oportunidade para quem quer iniciar na carreira","trabalho meio periodo, porem as vezes estressante","5,0","part-time job, but sometimes stressful","good company, great opportunity for those who want to start their career"
159,Nenhum. Empresa insalubre para o colaborador.,"Baixos salários, sem plano de carreira.","3,0","Low wages, no career path.",None. Unhealthy company for the employee.
160,Bom ambiente de trabalho e amigos.,Melhorar a alta gestão da empresa.,"4,0",Improve the company's top management.,Good work environment and friends.
161,Empresa abre as portas e da oportunidade para primeiro emprego. Ótimos benefícios,"Supervisores muito ruis de trabalhar, colocam muita pressão.","5,0","Very bad supervisors to work with, they put a lot of pressure on.",Company opens doors and opportunity for first job. great benefits
162,a carga horaria bem flexivel,"estresse nos turnos, cobrança excessiva por metas","3,0","stress on shifts, excessive demand for goals",very flexible workload
163,"Bom trabalho
Bom ambiente de trabalho 
Gostei da primeira experiência","Não paga direito
Atrasa salário 
Atrasa cesta básica
Atrasa tudo
Tudo","3,0","Doesn't pay right
delay salary
Delay basic food basket
delay everything
All","Good job
Good work environment
I liked the first experience"
164,A aceitação de diversidade cultural,"Não pagava salário corretamente 
Nem VT nem VA","2,0","Didn't pay salary properly
Neither VT nor VA",The acceptance of cultural diversity
165,"treinamento bons, atenciosos , feedbacks.","salario atrsado , ticket errado , folha de ponto errada , sistema vive caindo.","3,0","Late salary, wrong ticket, wrong timesheet, system keeps crashing.","good training, attentive, feedbacks."
166,"Benéficios ótimos, Atendimento de RH excelente, Boa Localização.","Equipamentos ruins, Gestão Despreparada, Piso Baixo de salário","4,0","Bad equipment, Unprepared Management, Low salary floor","Great benefits, excellent HR service, good location."
